Transaction_ID,Source_Account,Destination_Account,Amount,Date
T002392,AC00263,AC01247,298994,18-10-2025
T002393,AC02337,AC02314,498739,04-03-2025
T002394,AC00109,AC02383,401874,01-06-2025
T002395,AC01254,AC02020,425390,27-08-2025
T002396,AC01087,AC01406,428923,21-02-2026
T002397,AC00766,AC01321,158583,23-11-2024
T002398,AC02455,AC00552,149076,22-08-2024
T002399,AC00684,AC01015,304194,18-09-2025
T002400,AC00811,AC01664,463438,17-10-2025
T002401,AC02361,AC02028,448317,13-02-2026
T002402,AC01358,AC00515,439848,23-07-2024
T002403,AC01311,AC01584,2464,06-02-2026
T002404,AC00719,AC00128,333716,31-08-2024
T002405,AC01744,AC00042,180769,22-10-2025
T002406,AC01914,AC01310,269732,08-07-2025
T002407,AC01553,AC01131,15664,12-04-2025
T002408,AC01827,AC01209,287478,18-11-2025
T002409,AC01508,AC00329,372650,08-08-2024
T002410,AC01161,AC01262,115769,05-01-2025
T002411,AC01267,AC02090,341126,29-06-2025
T002412,AC01333,AC00247,281380,16-07-2024
T002413,AC00777,AC01027,215133,18-12-2025
T002414,AC00090,AC01124,53908,22-05-2025
T002415,AC00842,AC00218,483623,19-04-2025
T002416,AC01037,AC01931,128593,17-10-2025
T002417,AC01120,AC01871,164330,02-03-2025
T002418,AC01532,AC00580,262872,11-06-2025
T002419,AC01841,AC00729,275670,17-10-2025
T002420,AC01155,AC00540,97995,08-03-2025
T002421,AC02285,AC00345,412525,19-05-2025
T002422,AC01351,AC00106,62338,19-03-2025
T002423,AC00272,AC00155,189370,03-09-2024
T002424,AC00243,AC01555,9801,23-03-2026
T002425,AC01737,AC02034,290057,09-12-2025
T002426,AC02244,AC00267,288106,24-09-2025
T002427,AC00614,AC01031,157522,21-09-2024
T002428,AC00774,AC00201,163951,06-05-2026
T002429,AC00428,AC01447,207696,10-08-2025
T002430,AC01514,AC02247,201330,13-02-2025
T002431,AC01429,AC02317,86273,29-04-2026
T002432,AC00832,AC01673,157522,08-05-2026
T002433,AC01787,AC02040,115999,12-03-2025
T002434,AC00867,AC01906,24197,25-01-2025
T002435,AC01735,AC01799,310909,04-03-2026
T002436,AC00114,AC00790,318392,18-09-2024
T002437,AC01106,AC00944,73326,17-06-2024
T002438,AC00842,AC01919,26754,28-02-2025
T002439,AC00871,AC00264,82807,28-12-2025
T002440,AC01788,AC01248,494522,20-03-2026
T002441,AC00642,AC01404,324856,08-07-2025
T002442,AC01405,AC01809,498047,28-02-2025
T002443,AC00702,AC00466,487208,07-01-2025
T002444,AC00219,AC02111,496455,22-09-2025
T002445,AC02352,AC00488,78649,05-09-2025
T002446,AC00811,AC02154,428113,18-04-2026
T002447,AC02370,AC02308,122908,20-04-2025
T002448,AC01061,AC00838,419375,28-09-2024
T002449,AC00290,AC02353,63587,04-01-2026
T002450,AC00997,AC01054,214474,11-07-2024
T002451,AC00656,AC01552,15483,26-05-2025
T002452,AC01262,AC01004,381335,07-12-2025
T002453,AC01061,AC01327,274873,29-06-2025
T002454,AC01668,AC00622,197033,03-10-2025
T002455,AC01904,AC02488,120811,21-07-2024
T002456,AC00121,AC01516,277828,07-09-2025
T002457,AC02462,AC00103,353502,10-02-2025
T002458,AC00101,AC01141,239985,07-08-2025
T002459,AC01170,AC00984,362328,23-09-2024
T002460,AC01682,AC00773,403339,23-02-2025
T002461,AC02371,AC02174,480849,26-06-2025
T002462,AC01740,AC00686,29040,31-03-2026
T002463,AC01159,AC02372,4419,01-03-2026
T002464,AC02299,AC00618,414759,13-06-2025
T002465,AC01914,AC00565,350912,01-04-2026
T002466,AC01686,AC01312,256885,29-12-2025
T002467,AC01791,AC02309,417970,01-03-2026
T002468,AC00926,AC02238,446926,24-01-2026
T002469,AC01232,AC01573,307822,12-07-2025
T002470,AC00385,AC00799,374967,27-01-2025
T002471,AC00582,AC02224,361376,12-10-2024
T002472,AC00695,AC02336,497065,19-06-2025
T002473,AC02314,AC01016,167129,21-09-2025
T002474,AC02057,AC01892,301268,25-07-2025
T002475,AC02238,AC00137,40724,20-04-2026
T002476,AC00140,AC02078,238831,29-04-2025
T002477,AC02158,AC01085,2544,16-03-2026
T002478,AC00613,AC01705,52672,09-02-2026
T002479,AC00682,AC00745,460255,07-05-2025
T002480,AC00169,AC00453,146240,29-05-2025
T002481,AC00558,AC01768,30179,17-08-2025
T002482,AC00523,AC01707,241586,24-05-2025
T002483,AC01037,AC01595,443270,24-10-2025
T002484,AC00683,AC02121,374024,09-12-2025
T002485,AC02097,AC01215,229571,01-11-2025
T002486,AC01463,AC02246,473732,22-04-2026
T002487,AC00386,AC01523,86039,23-06-2024
T002488,AC01656,AC00761,278046,06-10-2024
T002489,AC02116,AC00712,464351,23-04-2025
T002490,AC02309,AC00693,285847,18-11-2025
T002491,AC00659,AC00232,154853,28-01-2026
T002492,AC02462,AC00455,301525,30-05-2026
T002493,AC01571,AC00938,253307,02-09-2025
T002494,AC01635,AC02051,356058,31-07-2025
T002495,AC00164,AC02314,157555,23-12-2025
T002496,AC00632,AC00743,256225,27-10-2025
T002497,AC02013,AC00503,365893,25-04-2025
T002498,AC01457,AC01563,452661,24-04-2025
T002499,AC00315,AC00153,125728,21-06-2025
T002500,AC01031,AC01314,283322,05-12-2024
T002501,AC00278,AC02068,143811,29-10-2024
T002502,AC00511,AC02293,423560,22-05-2026
T002503,AC01452,AC00999,168905,16-09-2025
T002504,AC00595,AC00834,170529,18-03-2026
T002505,AC02200,AC00223,188260,05-05-2025
T002506,AC00708,AC02155,356589,04-05-2025
T002507,AC00912,AC01378,43671,25-05-2025
T002508,AC00834,AC00738,1647,11-10-2024
T002509,AC00547,AC02047,329990,14-02-2026
T002510,AC01889,AC01252,344412,04-04-2025
T002511,AC00229,AC01545,291694,12-10-2024
T002512,AC01510,AC00301,356948,03-01-2025
T002513,AC01223,AC02460,146524,14-05-2026
T002514,AC00667,AC01851,18981,23-10-2025
T002515,AC00223,AC01210,494093,10-06-2024
T002516,AC01361,AC02257,188949,19-05-2025
T002517,AC00878,AC00435,312056,15-06-2025
T002518,AC02442,AC00236,198730,11-07-2025
T002519,AC00824,AC02146,180227,10-08-2024
T002520,AC01119,AC02196,298475,11-10-2024
T002521,AC01538,AC02419,455404,10-08-2025
T002522,AC01038,AC01377,126587,15-11-2025
T002523,AC01673,AC01688,268172,16-03-2025
T002524,AC00542,AC00460,26363,27-04-2026
T002525,AC00334,AC01116,129515,29-09-2025
T002526,AC01322,AC00525,272112,30-05-2026
T002527,AC00520,AC02185,447476,05-03-2026
T002528,AC01912,AC02136,54209,18-01-2026
T002529,AC01231,AC00438,170149,31-01-2025
T002530,AC00803,AC02322,151414,17-10-2024
T002531,AC02048,AC01747,91687,07-12-2025
T002532,AC00506,AC02223,399915,16-11-2025
T002533,AC00832,AC01088,70283,25-03-2025
T002534,AC02433,AC00843,374943,27-12-2024
T002535,AC02105,AC00169,403615,27-03-2026
T002536,AC00069,AC01842,365814,21-09-2024
T002537,AC01030,AC01699,175741,20-02-2026
T002538,AC00239,AC01054,377810,30-08-2025
T002539,AC01489,AC01899,114285,27-03-2025
T002540,AC02283,AC00621,444941,12-12-2024
T002541,AC02256,AC01017,269774,07-02-2026
T002542,AC01748,AC02328,125940,17-11-2025
T002543,AC01949,AC02318,267922,27-07-2025
T002544,AC01367,AC00625,96735,11-05-2026
T002545,AC02403,AC01795,167649,29-01-2025
T002546,AC00076,AC01251,278034,27-10-2024
T002547,AC00003,AC01174,175050,20-06-2024
T002548,AC01458,AC01845,495515,20-11-2024
T002549,AC01907,AC00935,499250,10-08-2024
T002550,AC01312,AC00323,474862,04-05-2025
T002551,AC00237,AC01084,270787,02-04-2025
T002552,AC02442,AC00635,388609,28-09-2025
T002553,AC01540,AC00593,9564,30-07-2024
T002554,AC00089,AC00684,285659,26-07-2024
T002555,AC02234,AC00163,256398,27-06-2024
T002556,AC01700,AC00113,479939,18-12-2025
T002557,AC01783,AC01381,76517,05-06-2024
T002558,AC00232,AC01284,9923,23-04-2026
T002559,AC01466,AC00708,249515,20-06-2024
T002560,AC01047,AC00404,342664,21-05-2025
T002561,AC00491,AC00503,213790,17-02-2025
T002562,AC00159,AC01186,54945,17-04-2025
T002563,AC00517,AC02263,277356,07-06-2024
T002564,AC00237,AC01973,111915,10-01-2026
T002565,AC01319,AC01001,355340,04-09-2025
T002566,AC01822,AC01674,156955,21-07-2025
T002567,AC02319,AC00282,254369,07-09-2025
T002568,AC01983,AC00558,103678,26-05-2025
T002569,AC02470,AC00815,112189,17-09-2025
T002570,AC01875,AC00048,240381,21-01-2025
T002571,AC01735,AC00294,222814,14-09-2025
T002572,AC01133,AC01233,200760,28-09-2025
T002573,AC00083,AC02408,72544,25-01-2026
T002574,AC00715,AC01728,208553,15-08-2024
T002575,AC02103,AC01385,305916,06-05-2026
T002576,AC01692,AC02084,397411,29-11-2025
T002577,AC01056,AC00407,229664,28-06-2025
T002578,AC02207,AC01384,394599,29-08-2024
T002579,AC02200,AC00918,15104,23-07-2025
T002580,AC00450,AC00680,382274,15-10-2024
T002581,AC00280,AC02194,16545,15-11-2024
T002582,AC01427,AC02390,422645,28-05-2026
T002583,AC02438,AC02185,261640,15-06-2024
T002584,AC01095,AC00625,446656,31-03-2026
T002585,AC02441,AC01079,236721,28-08-2025
T002586,AC01368,AC01592,474281,12-10-2024
T002587,AC00306,AC01645,171936,27-10-2024
T002588,AC01763,AC01131,308868,20-02-2026
T002589,AC02235,AC00276,434507,16-01-2026
T002590,AC02227,AC01090,481354,11-07-2024
T002591,AC01271,AC00562,393670,30-05-2025
T002592,AC01618,AC02391,488672,11-10-2024
T002593,AC01622,AC01008,149046,15-08-2024
T002594,AC01532,AC01333,301068,25-06-2025
T002595,AC00426,AC00440,274249,10-12-2024
T002596,AC01579,AC00653,380543,11-02-2026
T002597,AC01326,AC00363,349923,01-07-2025
T002598,AC01409,AC00870,267710,17-10-2025
T002599,AC00939,AC00700,493228,17-05-2026
T002600,AC01906,AC00885,1697,14-04-2025
T002601,AC00906,AC02270,403557,20-01-2025
T002602,AC02343,AC02183,292656,22-01-2026
T002603,AC00886,AC00273,328292,21-04-2026
T002604,AC00891,AC01519,107097,14-01-2026
T002605,AC00840,AC00337,416689,08-03-2026
T002606,AC00089,AC00713,349757,01-09-2024
T002607,AC00958,AC00455,87626,29-09-2025
T002608,AC01181,AC01079,166738,21-12-2024
T002609,AC00027,AC01129,308390,16-07-2024
T002610,AC01445,AC01328,179926,11-11-2024
T002611,AC01822,AC00480,3246,09-08-2025
T002612,AC02352,AC02478,263596,10-06-2024
T002613,AC01058,AC01471,5697,18-05-2026
T002614,AC01231,AC01057,300615,23-07-2025
T002615,AC00109,AC01149,342609,11-08-2025
T002616,AC01805,AC02073,207609,23-11-2024
T002617,AC01465,AC00638,463211,06-04-2025
T002618,AC02114,AC01584,386415,27-02-2026
T002619,AC00616,AC00281,70350,21-01-2026
T002620,AC02064,AC00081,399306,30-11-2025
T002621,AC01604,AC00708,356829,10-04-2026
T002622,AC01789,AC02476,284650,23-08-2025
T002623,AC00263,AC01967,193961,13-02-2026
T002624,AC01159,AC00745,17567,22-03-2026
T002625,AC01631,AC01210,152469,18-01-2026
T002626,AC01479,AC00624,282415,25-04-2026
T002627,AC01108,AC00854,171061,21-09-2024
T002628,AC02152,AC01154,71214,26-12-2024
T002629,AC02186,AC00457,198013,06-10-2024
T002630,AC00752,AC02154,14861,06-01-2026
T002631,AC00125,AC01757,36074,22-08-2025
T002632,AC01678,AC00904,442840,19-03-2026
T002633,AC02216,AC01714,429775,22-05-2025
T002634,AC00768,AC02418,326739,08-10-2025
T002635,AC01982,AC01615,275048,01-05-2026
T002636,AC01665,AC00471,55236,17-04-2026
T002637,AC01021,AC01525,400999,02-12-2024
T002638,AC00690,AC01986,168309,03-01-2026
T002639,AC01129,AC01679,394692,18-08-2025
T002640,AC00936,AC02418,240704,24-09-2025
T002641,AC00461,AC00531,479549,09-08-2025
T002642,AC01685,AC00542,404780,27-01-2026
T002643,AC00393,AC00159,234201,16-01-2026
T002644,AC02064,AC01972,106106,20-03-2025
T002645,AC02028,AC00844,193252,13-09-2024
T002646,AC02406,AC02248,421328,11-02-2025
T002647,AC01943,AC00980,498290,25-08-2024
T002648,AC01642,AC01107,377051,07-12-2024
T002649,AC00967,AC01557,243395,25-01-2025
T002650,AC01886,AC00934,294300,27-01-2026
T002651,AC00775,AC02441,264131,21-06-2025
T002652,AC01740,AC00958,334600,02-01-2025
T002653,AC02014,AC00892,44182,28-09-2024
T002654,AC02409,AC00913,104952,07-09-2025
T002655,AC01799,AC00478,47534,06-09-2025
T002656,AC00914,AC01723,222524,13-10-2025
T002657,AC00059,AC01145,493632,16-11-2024
T002658,AC00516,AC00237,79199,01-02-2026
T002659,AC01150,AC01893,97268,04-11-2025
T002660,AC01632,AC02471,241971,23-11-2025
T002661,AC01089,AC02270,229090,23-12-2025
T002662,AC02440,AC00392,50785,08-06-2024
T002663,AC00222,AC01546,171060,05-02-2025
T002664,AC01114,AC01677,455904,25-11-2025
T002665,AC02158,AC00239,397629,03-08-2024
T002666,AC00520,AC00481,66443,10-09-2025
T002667,AC00768,AC01581,30187,07-12-2025
T002668,AC02398,AC02453,496083,17-08-2025
T002669,AC02132,AC01545,174555,10-04-2025
T002670,AC02035,AC00838,347387,14-02-2026
T002671,AC00751,AC00062,261672,15-01-2026
T002672,AC01225,AC01447,280416,18-04-2025
T002673,AC01371,AC02071,54705,15-09-2025
T002674,AC00753,AC01143,296488,11-07-2024
T002675,AC01729,AC00562,232731,30-01-2026
T002676,AC01930,AC00410,383976,03-02-2025
T002677,AC00712,AC00990,139147,11-08-2025
T002678,AC02149,AC02128,223108,11-06-2024
T002679,AC00498,AC01454,459915,23-03-2025
T002680,AC01734,AC02393,115859,29-06-2025
T002681,AC01155,AC01018,466588,10-06-2024
T002682,AC00139,AC01654,454868,17-08-2024
T002683,AC02143,AC02345,53023,11-06-2024
T002684,AC00711,AC01522,245932,04-04-2025
T002685,AC02121,AC00290,373225,01-05-2026
T002686,AC00889,AC02206,1449,10-04-2026
T002687,AC01367,AC01304,216150,16-06-2025
T002688,AC02222,AC02325,323751,11-09-2024
T002689,AC00601,AC01442,331632,25-09-2025
T002690,AC00520,AC00018,410780,16-09-2025
T002691,AC00548,AC00268,75626,07-11-2025
T002692,AC00133,AC02408,177844,25-10-2025
T002693,AC01812,AC01160,169907,10-06-2024
T002694,AC01383,AC00286,195698,18-10-2025
T002695,AC00032,AC00964,117549,19-02-2026
T002696,AC00527,AC00680,49168,01-01-2026
T002697,AC01769,AC00639,478095,03-12-2024
T002698,AC01729,AC00213,110037,18-04-2025
T002699,AC00722,AC00332,268141,28-05-2026
T002700,AC01075,AC00329,2999,08-10-2025
T002701,AC00169,AC02260,174851,06-01-2026
T002702,AC00411,AC02036,183356,11-08-2024
T002703,AC02012,AC01799,401857,06-12-2025
T002704,AC00298,AC01611,74322,08-08-2024
T002705,AC01908,AC01240,57839,17-02-2026
T002706,AC02141,AC01267,304125,09-06-2025
T002707,AC00363,AC00699,175455,20-03-2025
T002708,AC02236,AC01209,23391,14-01-2025
T002709,AC00631,AC00550,383079,03-11-2025
T002710,AC00230,AC01352,200702,11-12-2025
T002711,AC02278,AC01342,156150,25-06-2024
T002712,AC00746,AC01550,182274,12-12-2025
T002713,AC01431,AC01991,497642,05-11-2025
T002714,AC00171,AC00195,189068,28-02-2025
T002715,AC01811,AC01761,205492,21-08-2024
T002716,AC01963,AC00489,488990,16-12-2025
T002717,AC01354,AC02006,442557,24-10-2024
T002718,AC01062,AC01272,214417,22-01-2025
T002719,AC02023,AC01462,316881,26-05-2026
T002720,AC00131,AC00616,130464,27-03-2025
T002721,AC00105,AC02033,391666,17-07-2025
T002722,AC01727,AC00365,1234,30-01-2025
T002723,AC00991,AC01310,487568,16-02-2026
T002724,AC00526,AC01628,480980,04-06-2024
T002725,AC00841,AC00663,66770,22-10-2025
T002726,AC02374,AC00622,29602,20-12-2024
T002727,AC02311,AC02414,454473,07-10-2024
T002728,AC01461,AC01574,296482,29-06-2025
T002729,AC01908,AC02379,386460,26-06-2025
T002730,AC00763,AC01295,329778,15-12-2024
T002731,AC00824,AC00037,18252,11-09-2024
T002732,AC00493,AC01608,356434,09-01-2025
T002733,AC00143,AC01688,164735,25-11-2024
T002734,AC00879,AC01126,401199,10-09-2025
T002735,AC00813,AC01237,3248,11-12-2025
T002736,AC02135,AC01728,347428,09-11-2025
T002737,AC00649,AC01756,120850,19-02-2026
T002738,AC00401,AC00623,175609,10-10-2025
T002739,AC01180,AC01360,431923,06-09-2024
T002740,AC00947,AC02191,263359,10-04-2025
T002741,AC01683,AC00181,183768,23-10-2024
T002742,AC02301,AC00187,302181,07-12-2025
T002743,AC00316,AC02145,45548,30-10-2024
T002744,AC00995,AC01643,293346,04-08-2025
T002745,AC00922,AC00902,106663,12-07-2025
T002746,AC00583,AC01331,27168,30-01-2025
T002747,AC00324,AC02091,461373,13-05-2025
T002748,AC01712,AC00106,11536,20-03-2026
T002749,AC01907,AC00356,114264,19-08-2024
T002750,AC02271,AC01495,494613,16-03-2026
T002751,AC00613,AC01036,287924,21-03-2026
T002752,AC02369,AC00283,200344,24-08-2025
T002753,AC02148,AC02253,362615,28-05-2026
T002754,AC01082,AC01847,89253,29-01-2026
T002755,AC00283,AC00627,157859,17-01-2026
T002756,AC02079,AC02442,232118,10-03-2025
T002757,AC00263,AC00502,444730,27-09-2025
T002758,AC01936,AC01124,301429,22-12-2024
T002759,AC01394,AC01721,212858,06-09-2024
T002760,AC01413,AC01746,129514,16-03-2026
T002761,AC01157,AC00118,26937,11-09-2024
T002762,AC00454,AC01726,293882,15-03-2026
T002763,AC02325,AC00714,283447,14-10-2025
T002764,AC00656,AC00608,38192,13-07-2025
T002765,AC01962,AC00200,19024,22-10-2025
T002766,AC00864,AC00233,371782,10-11-2025
T002767,AC00118,AC02133,88762,21-07-2025
T002768,AC01566,AC02439,21254,19-11-2025
T002769,AC02393,AC01141,260275,12-12-2025
T002770,AC00903,AC00573,3305,19-03-2026
T002771,AC00355,AC01191,11380,08-10-2025
T002772,AC00231,AC02048,313800,27-11-2024
T002773,AC01519,AC00334,285763,22-01-2026
T002774,AC00381,AC01701,279049,24-05-2026
T002775,AC00181,AC00806,240562,16-12-2025
T002776,AC01540,AC00884,319324,16-03-2026
T002777,AC00893,AC00809,93226,24-04-2026
T002778,AC00114,AC01808,229694,18-06-2025
T002779,AC02387,AC01812,221370,15-06-2024
T002780,AC00801,AC01191,185096,03-03-2026
T002781,AC00716,AC02039,471051,11-09-2025
T002782,AC00706,AC00557,111388,09-04-2026
T002783,AC01808,AC02398,229783,16-10-2024
T002784,AC00331,AC01211,401720,26-02-2026
T002785,AC01523,AC01290,229712,08-12-2024
T002786,AC00302,AC01406,352909,19-02-2025
T002787,AC01264,AC01698,425822,12-01-2025
T002788,AC00753,AC01080,1216,03-06-2025
T002789,AC01224,AC01459,185065,07-02-2026
T002790,AC01299,AC02189,64413,23-04-2026
T002791,AC01772,AC02151,33644,28-01-2026
T002792,AC02493,AC01523,198863,12-01-2025
T002793,AC01547,AC00598,245727,11-05-2025
T002794,AC00730,AC00538,392719,21-12-2024
T002795,AC01718,AC00824,364875,14-04-2026
T002796,AC00371,AC00653,170457,11-10-2024
T002797,AC01695,AC02183,61966,18-08-2024
T002798,AC00257,AC00514,188207,17-05-2026
T002799,AC00608,AC00356,123362,31-07-2025
T002800,AC00312,AC01922,154587,03-07-2024
T002801,AC00524,AC01547,399865,08-04-2025
T002802,AC01493,AC00631,369735,01-05-2026
T002803,AC00908,AC00977,138130,26-07-2025
T002804,AC01664,AC02108,488071,01-11-2025
T002805,AC02247,AC00059,262189,15-09-2025
T002806,AC01141,AC02345,468775,14-04-2025
T002807,AC00801,AC01064,79334,23-12-2024
T002808,AC02174,AC01666,384827,29-05-2025
T002809,AC01560,AC00999,102949,08-02-2026
T002810,AC01380,AC00507,270269,23-11-2025
T002811,AC00947,AC01584,107778,19-03-2026
T002812,AC01028,AC00322,360480,18-10-2025
T002813,AC02119,AC00388,45195,08-09-2024
T002814,AC00210,AC02186,329700,04-02-2026
T002815,AC01669,AC01531,269706,17-03-2025
T002816,AC02399,AC00963,427752,18-01-2026
T002817,AC02374,AC00645,253994,26-09-2024
T002818,AC01723,AC00174,212252,26-09-2025
T002819,AC00149,AC01820,436780,12-06-2025
T002820,AC00250,AC00700,9712,21-05-2026
T002821,AC00549,AC01396,196930,16-04-2025
T002822,AC01835,AC00675,61857,25-11-2025
T002823,AC01302,AC00825,356501,12-10-2024
T002824,AC01096,AC01937,95420,07-03-2025
T002825,AC00210,AC01167,240673,03-02-2025
T002826,AC01689,AC02119,463900,01-01-2026
T002827,AC02500,AC01931,98770,25-07-2025
T002828,AC02159,AC02422,49602,24-03-2025
T002829,AC00347,AC01133,351153,19-08-2024
T002830,AC01096,AC01459,366849,22-09-2024
T002831,AC01826,AC01375,27074,03-05-2025
T002832,AC01138,AC01365,373397,14-04-2026
T002833,AC01355,AC02266,73784,15-05-2025
T002834,AC01330,AC00791,173288,12-05-2025
T002835,AC01718,AC00848,271023,07-07-2024
T002836,AC02273,AC00979,480574,03-10-2025
T002837,AC01617,AC01728,28333,14-09-2024
T002838,AC00110,AC00660,197067,27-04-2026
T002839,AC02484,AC02111,254715,23-02-2025
T002840,AC02439,AC01724,324761,19-06-2024
T002841,AC02374,AC00744,376055,04-02-2026
T002842,AC02367,AC01860,99941,24-11-2025
T002843,AC00838,AC01897,185792,17-07-2024
T002844,AC02372,AC02440,85900,24-08-2024
T002845,AC00734,AC02141,93428,08-04-2026
T002846,AC02324,AC01198,351933,19-09-2025
T002847,AC00560,AC01306,393655,05-04-2025
T002848,AC01860,AC01773,306321,12-12-2024
T002849,AC00885,AC01790,283146,25-12-2024
T002850,AC00709,AC00234,63588,15-06-2024
T002851,AC01491,AC00459,59918,20-08-2025
T002852,AC00185,AC00777,198839,17-07-2024
T002853,AC02135,AC02283,280933,15-09-2024
T002854,AC01860,AC01837,46153,17-01-2026
T002855,AC00167,AC01874,117514,08-04-2026
T002856,AC01664,AC01475,9247,17-12-2024
T002857,AC00794,AC00660,66446,15-08-2025
T002858,AC01956,AC00446,490432,13-04-2026
T002859,AC01012,AC01464,31658,24-09-2025
T002860,AC01629,AC01832,413475,01-01-2025
T002861,AC00966,AC01892,139226,31-05-2025
T002862,AC01653,AC02422,365492,13-04-2025
T002863,AC01818,AC01714,342537,14-12-2024
T002864,AC02312,AC01010,297626,17-11-2024
T002865,AC00405,AC01129,278716,03-08-2024
T002866,AC02204,AC00765,160672,12-06-2025
T002867,AC00683,AC01201,58099,21-02-2025
T002868,AC01229,AC01676,402149,24-03-2026
T002869,AC01015,AC01533,462876,09-10-2025
T002870,AC01560,AC01190,95555,09-06-2025
T002871,AC01698,AC02127,370244,12-03-2025
T002872,AC00662,AC01834,392794,28-02-2026
T002873,AC01928,AC01702,92312,03-05-2025
T002874,AC01989,AC01261,345727,26-02-2026
T002875,AC02069,AC00986,65788,18-06-2024
T002876,AC02009,AC02089,230638,24-12-2024
T002877,AC01060,AC00173,398425,01-10-2024
T002878,AC01310,AC02321,79059,19-03-2025
T002879,AC01624,AC00580,367219,10-06-2025
T002880,AC01559,AC00438,406191,01-09-2024
T002881,AC01501,AC02138,5952,09-07-2024
T002882,AC01128,AC01257,40721,19-01-2025
T002883,AC02417,AC00134,303628,20-01-2025
T002884,AC00678,AC02171,314808,10-11-2025
T002885,AC00370,AC00064,292860,23-11-2024
T002886,AC00763,AC01015,103956,25-01-2026
T002887,AC00338,AC00412,338761,29-11-2024
T002888,AC01634,AC01434,166265,06-04-2026
T002889,AC02255,AC02186,447184,01-10-2024
T002890,AC00862,AC01659,101011,22-11-2024
T002891,AC01865,AC01973,450354,13-12-2025
T002892,AC00299,AC00685,244106,27-02-2026
T002893,AC01224,AC02039,360766,28-10-2025
T002894,AC00097,AC02099,444059,17-12-2025
T002895,AC00778,AC01794,469043,13-09-2024
T002896,AC02048,AC02046,423354,14-09-2024
T002897,AC01748,AC00480,304219,21-12-2024
T002898,AC02089,AC02463,102609,18-11-2025
T002899,AC00884,AC02071,411133,09-12-2025
T002900,AC01545,AC02378,431189,28-10-2024
T002901,AC01831,AC01163,54888,05-10-2024
T002902,AC00153,AC01580,375423,23-08-2025
T002903,AC00402,AC00413,88424,04-03-2026
T002904,AC00902,AC00269,496703,11-11-2025
T002905,AC01241,AC02004,123528,29-08-2024
T002906,AC02069,AC01696,300827,14-12-2025
T002907,AC01519,AC00327,487055,25-08-2025
T002908,AC02295,AC01572,78873,01-05-2025
T002909,AC00449,AC02167,67071,27-10-2025
T002910,AC00483,AC00604,220541,17-08-2025
T002911,AC00447,AC01589,87573,26-07-2025
T002912,AC01619,AC01323,150060,30-04-2026
T002913,AC00434,AC01527,38301,21-01-2026
T002914,AC01152,AC00517,90437,10-08-2024
T002915,AC00902,AC01398,465927,26-02-2026
T002916,AC01687,AC01396,224949,29-08-2025
T002917,AC02311,AC00742,105084,18-03-2026
T002918,AC02356,AC01227,181389,31-10-2024
T002919,AC00747,AC00771,281435,19-03-2026
T002920,AC02145,AC01432,486844,01-01-2026
T002921,AC01366,AC01495,17954,06-07-2024
T002922,AC02309,AC00187,253430,02-02-2025
T002923,AC01254,AC00145,373229,27-11-2024
T002924,AC01286,AC01098,224896,25-09-2024
T002925,AC00188,AC00156,446553,01-06-2025
T002926,AC00409,AC00496,55207,21-08-2025
T002927,AC00081,AC01971,361408,30-04-2026
T002928,AC00156,AC00061,17106,17-04-2025
T002929,AC01669,AC01165,390647,26-02-2026
T002930,AC00516,AC01621,73244,17-09-2024
T002931,AC02128,AC01207,371170,24-06-2025
T002932,AC00661,AC02331,206331,11-08-2024
T002933,AC01941,AC01944,458611,07-08-2024
T002934,AC02430,AC02326,398594,13-06-2024
T002935,AC02275,AC01414,468937,16-10-2024
T002936,AC01175,AC01386,52695,18-09-2025
T002937,AC01094,AC01654,74986,07-06-2024
T002938,AC00243,AC02225,189484,01-11-2024
T002939,AC01879,AC00814,228930,04-08-2024
T002940,AC00233,AC01115,331475,15-11-2025
T002941,AC00950,AC00555,372279,07-08-2025
T002942,AC01852,AC00426,111750,24-05-2026
T002943,AC02323,AC00100,452074,31-12-2024
T002944,AC00035,AC02245,210720,09-09-2025
T002945,AC00945,AC00166,311557,09-12-2025
T002946,AC00114,AC00059,127689,09-01-2026
T002947,AC02390,AC00527,359845,02-11-2025
T002948,AC00387,AC00769,253583,05-02-2026
T002949,AC01000,AC01117,248966,26-12-2024
T002950,AC01810,AC02253,381014,01-06-2025
T002951,AC00892,AC01927,286506,20-12-2025
T002952,AC01093,AC00774,320512,23-04-2025
T002953,AC01258,AC02449,347361,27-06-2025
T002954,AC01389,AC02022,333169,04-11-2025
T002955,AC01844,AC00995,253521,12-06-2025
T002956,AC01381,AC02436,224292,03-10-2025
T002957,AC00811,AC01181,214039,09-11-2024
T002958,AC00162,AC00164,12003,12-01-2025
T002959,AC00811,AC00694,167335,16-09-2024
T002960,AC00354,AC00228,461293,23-02-2026
T002961,AC00244,AC00204,480632,13-10-2024
T002962,AC01765,AC02468,382523,21-05-2025
T002963,AC01664,AC01274,103477,12-08-2025
T002964,AC02040,AC01602,496050,18-02-2025
T002965,AC02497,AC00131,149513,30-04-2025
T002966,AC01921,AC02123,439578,28-07-2025
T002967,AC00227,AC01988,115554,20-10-2024
T002968,AC00524,AC01004,179859,11-11-2025
T002969,AC00191,AC01276,71540,08-01-2026
T002970,AC01666,AC02172,331647,25-12-2024
T002971,AC01208,AC01070,328520,11-11-2025
T002972,AC02258,AC01592,399820,25-05-2025
T002973,AC01379,AC01549,471802,23-09-2025
