Account_ID,Account_Number,Bank_Name,Owner_ID
AC01178,950636000000.00,Union Bank of India,A01665
AC01179,753720000000.00,Union Bank of India,A01261
AC01180,867963000000.00,Union Bank of India,A00602
AC01181,955331000000.00,Axis Bank,A00094
AC01182,949073000000.00,ICICI Bank,A00835
AC01183,138570000000.00,Axis Bank,A01642
AC01184,878390000000.00,ICICI Bank,A00676
AC01185,465840000000.00,Union Bank of India,A01330
AC01186,864838000000.00,State Bank of India,A00189
AC01187,708963000000.00,HDFC Bank,A01982
AC01188,874711000000.00,HDFC Bank,A00019
AC01189,951355000000.00,State Bank of India,A01134
AC01190,264406000000.00,State Bank of India,A00153
AC01191,428142000000.00,Union Bank of India,A00599
AC01192,578057000000.00,Karnataka Bank,A01240
AC01193,883115000000.00,Union Bank of India,A01517
AC01194,703678000000.00,State Bank of India,A01343
AC01195,780281000000.00,State Bank of India,A00536
AC01196,580270000000.00,HDFC Bank,A01265
AC01197,810347000000.00,Karnataka Bank,A01359
AC01198,930111000000.00,State Bank of India,A01745
AC01199,969261000000.00,Karnataka Bank,A01234
AC01200,677246000000.00,Axis Bank,A01546
AC01201,256128000000.00,Karnataka Bank,A00347
AC01202,568635000000.00,Canara Bank,A00776
AC01203,263112000000.00,Axis Bank,A01805
AC01204,751878000000.00,Union Bank of India,A00643
AC01205,820029000000.00,State Bank of India,A01327
AC01206,767144000000.00,ICICI Bank,A01780
AC01207,606540000000.00,Karnataka Bank,A01247
AC01208,332910000000.00,Karnataka Bank,A01621
AC01209,704977000000.00,Axis Bank,A01418
AC01210,472166000000.00,Union Bank of India,A01777
AC01211,571629000000.00,Axis Bank,A01055
AC01212,311685000000.00,Karnataka Bank,A00268
AC01213,340348000000.00,Canara Bank,A00723
AC01214,871488000000.00,ICICI Bank,A00520
AC01215,979708000000.00,Union Bank of India,A00907
AC01216,534879000000.00,Axis Bank,A01406
AC01217,657815000000.00,Canara Bank,A01018
AC01218,722189000000.00,Karnataka Bank,A00752
AC01219,915242000000.00,State Bank of India,A01959
AC01220,714567000000.00,HDFC Bank,A01318
AC01221,636475000000.00,State Bank of India,A01591
AC01222,739864000000.00,Canara Bank,A01406
AC01223,915541000000.00,State Bank of India,A00760
AC01224,588678000000.00,Union Bank of India,A01226
AC01225,629087000000.00,Karnataka Bank,A01786
AC01226,109642000000.00,Axis Bank,A00227
AC01227,463133000000.00,Union Bank of India,A01466
AC01228,994715000000.00,Axis Bank,A01227
AC01229,679407000000.00,ICICI Bank,A01715
AC01230,850266000000.00,ICICI Bank,A01801
AC01231,887383000000.00,Karnataka Bank,A01512
AC01232,209445000000.00,Canara Bank,A01141
AC01233,550293000000.00,State Bank of India,A00901
AC01234,921039000000.00,Union Bank of India,A01705
AC01235,294965000000.00,Union Bank of India,A00395
AC01236,415265000000.00,Karnataka Bank,A01373
AC01237,229920000000.00,HDFC Bank,A00445
AC01238,296710000000.00,Canara Bank,A01929
AC01239,709239000000.00,HDFC Bank,A00987
AC01240,277046000000.00,Union Bank of India,A00586
AC01241,444264000000.00,HDFC Bank,A01522
AC01242,742153000000.00,State Bank of India,A00017
AC01243,380960000000.00,Axis Bank,A01237
AC01244,311735000000.00,HDFC Bank,A01213
AC01245,700405000000.00,ICICI Bank,A00505
AC01246,603668000000.00,Axis Bank,A00463
AC01247,605419000000.00,HDFC Bank,A01668
AC01248,121490000000.00,Union Bank of India,A01404
AC01249,920838000000.00,Karnataka Bank,A01495
AC01250,167679000000.00,State Bank of India,A00370
AC01251,466310000000.00,Karnataka Bank,A00571
AC01252,266861000000.00,HDFC Bank,A01501
AC01253,484088000000.00,State Bank of India,A00221
AC01254,288969000000.00,ICICI Bank,A00995
AC01255,732087000000.00,ICICI Bank,A00056
AC01256,490512000000.00,Canara Bank,A00702
AC01257,111718000000.00,Axis Bank,A01433
AC01258,652564000000.00,Canara Bank,A01923
AC01259,894439000000.00,HDFC Bank,A00332
AC01260,227787000000.00,Canara Bank,A01329
AC01261,353638000000.00,Canara Bank,A01121
AC01262,971500000000.00,ICICI Bank,A00047
AC01263,236347000000.00,Karnataka Bank,A00531
AC01264,397715000000.00,HDFC Bank,A01802
AC01265,619775000000.00,Canara Bank,A01030
AC01266,325870000000.00,State Bank of India,A00242
AC01267,198120000000.00,Karnataka Bank,A01275
AC01268,296508000000.00,State Bank of India,A00444
AC01269,641265000000.00,HDFC Bank,A00680
AC01270,784971000000.00,Axis Bank,A01291
AC01271,868236000000.00,Canara Bank,A00594
AC01272,899574000000.00,HDFC Bank,A00988
AC01273,268405000000.00,Union Bank of India,A01377
AC01274,999067000000.00,Union Bank of India,A00487
AC01275,749991000000.00,State Bank of India,A00208
AC01276,474678000000.00,Axis Bank,A01333
AC01277,917938000000.00,Axis Bank,A01352
AC01278,547958000000.00,Union Bank of India,A01693
AC01279,676028000000.00,Union Bank of India,A00423
AC01280,563477000000.00,State Bank of India,A01292
AC01281,317920000000.00,Canara Bank,A00853
AC01282,942568000000.00,Canara Bank,A00212
AC01283,750727000000.00,Axis Bank,A01793
AC01284,244117000000.00,State Bank of India,A01539
AC01285,989567000000.00,Union Bank of India,A01936
AC01286,944659000000.00,State Bank of India,A01770
AC01287,533955000000.00,State Bank of India,A00642
AC01288,833866000000.00,Karnataka Bank,A00576
AC01289,453385000000.00,State Bank of India,A00996
AC01290,961563000000.00,Karnataka Bank,A00708
AC01291,717688000000.00,Canara Bank,A00082
AC01292,751949000000.00,Axis Bank,A00727
AC01293,811143000000.00,Karnataka Bank,A01562
AC01294,714521000000.00,Axis Bank,A01330
AC01295,839802000000.00,Karnataka Bank,A01176
AC01296,592875000000.00,Karnataka Bank,A01252
AC01297,863279000000.00,Union Bank of India,A01988
AC01298,682871000000.00,HDFC Bank,A01641
AC01299,710384000000.00,Union Bank of India,A01212
AC01300,585287000000.00,Axis Bank,A01985
AC01301,557876000000.00,ICICI Bank,A00786
AC01302,228376000000.00,Axis Bank,A00628
AC01303,256394000000.00,State Bank of India,A01101
AC01304,933772000000.00,HDFC Bank,A00961
AC01305,618434000000.00,HDFC Bank,A01438
AC01306,910106000000.00,Karnataka Bank,A00644
AC01307,906238000000.00,Canara Bank,A00812
AC01308,363478000000.00,ICICI Bank,A01295
AC01309,623776000000.00,ICICI Bank,A00235
AC01310,444890000000.00,Axis Bank,A00164
AC01311,660380000000.00,Karnataka Bank,A00654
AC01312,563124000000.00,State Bank of India,A01157
AC01313,908779000000.00,State Bank of India,A01846
AC01314,452994000000.00,HDFC Bank,A01753
AC01315,150779000000.00,Karnataka Bank,A01230
AC01316,271679000000.00,Karnataka Bank,A00471
AC01317,382156000000.00,Axis Bank,A01034
AC01318,184565000000.00,Axis Bank,A00980
AC01319,483916000000.00,HDFC Bank,A01214
AC01320,441127000000.00,HDFC Bank,A00918
AC01321,185512000000.00,Canara Bank,A00255
AC01322,390182000000.00,HDFC Bank,A01996
AC01323,521929000000.00,Canara Bank,A00227
AC01324,307810000000.00,ICICI Bank,A01662
AC01325,852405000000.00,Canara Bank,A01775
AC01326,175110000000.00,ICICI Bank,A01118
AC01327,420132000000.00,Karnataka Bank,A01835
AC01328,995294000000.00,Axis Bank,A01792
AC01329,545321000000.00,Union Bank of India,A00096
AC01330,366970000000.00,Union Bank of India,A01938
AC01331,635664000000.00,State Bank of India,A01536
AC01332,556353000000.00,Canara Bank,A01172
AC01333,779981000000.00,HDFC Bank,A01717
AC01334,783896000000.00,Karnataka Bank,A00201
AC01335,849887000000.00,Axis Bank,A00144
AC01336,882177000000.00,ICICI Bank,A01675
AC01337,393453000000.00,Axis Bank,A01684
AC01338,166933000000.00,Canara Bank,A01237
AC01339,510202000000.00,State Bank of India,A01080
AC01340,862577000000.00,Karnataka Bank,A01973
AC01341,724715000000.00,Union Bank of India,A00912
AC01342,464429000000.00,Canara Bank,A00436
AC01343,331866000000.00,State Bank of India,A01419
AC01344,948538000000.00,Axis Bank,A01064
AC01345,417814000000.00,Union Bank of India,A01099
AC01346,828955000000.00,Karnataka Bank,A01996
AC01347,718099000000.00,Canara Bank,A01637
AC01348,190712000000.00,Axis Bank,A01486
AC01349,927907000000.00,ICICI Bank,A00736
AC01350,354307000000.00,ICICI Bank,A01491
AC01351,972194000000.00,Karnataka Bank,A00364
AC01352,239496000000.00,State Bank of India,A00323
AC01353,181411000000.00,Union Bank of India,A01931
AC01354,407687000000.00,Axis Bank,A01666
AC01355,545859000000.00,Union Bank of India,A00025
AC01356,960889000000.00,HDFC Bank,A00093
AC01357,990984000000.00,Axis Bank,A01186
AC01358,553093000000.00,HDFC Bank,A00540
AC01359,283554000000.00,Canara Bank,A01101
AC01360,261281000000.00,HDFC Bank,A00362
AC01361,653953000000.00,Axis Bank,A01917
AC01362,617211000000.00,Axis Bank,A01766
AC01363,981687000000.00,Karnataka Bank,A00264
AC01364,414454000000.00,Union Bank of India,A01155
AC01365,443552000000.00,Union Bank of India,A00955
AC01366,228359000000.00,ICICI Bank,A00405
AC01367,219460000000.00,ICICI Bank,A01888
AC01368,228983000000.00,HDFC Bank,A01282
AC01369,928925000000.00,State Bank of India,A01079
AC01370,751789000000.00,Axis Bank,A01921
AC01371,115786000000.00,State Bank of India,A00700
AC01372,314591000000.00,Axis Bank,A00947
AC01373,817595000000.00,HDFC Bank,A00310
AC01374,439644000000.00,ICICI Bank,A01690
AC01375,611995000000.00,State Bank of India,A00922
AC01376,136582000000.00,ICICI Bank,A01276
AC01377,577901000000.00,Canara Bank,A01788
AC01378,336104000000.00,Karnataka Bank,A00234
AC01379,688728000000.00,State Bank of India,A01469
AC01380,717929000000.00,HDFC Bank,A00950
AC01381,163267000000.00,Canara Bank,A00871
AC01382,698648000000.00,Axis Bank,A00147
AC01383,362391000000.00,Karnataka Bank,A01289
AC01384,419061000000.00,ICICI Bank,A01439
AC01385,316441000000.00,ICICI Bank,A01588
AC01386,285836000000.00,HDFC Bank,A01651
AC01387,963115000000.00,Karnataka Bank,A00205
AC01388,658108000000.00,ICICI Bank,A00560
AC01389,557308000000.00,State Bank of India,A01048
AC01390,964215000000.00,State Bank of India,A00720
AC01391,588654000000.00,Axis Bank,A00091
AC01392,247068000000.00,HDFC Bank,A01713
AC01393,359547000000.00,Canara Bank,A01593
AC01394,246419000000.00,Union Bank of India,A00739
AC01395,891795000000.00,HDFC Bank,A01807
AC01396,883978000000.00,Karnataka Bank,A00003
AC01397,830825000000.00,Axis Bank,A00937
AC01398,931380000000.00,ICICI Bank,A01927
AC01399,198768000000.00,Union Bank of India,A01495
AC01400,811078000000.00,Union Bank of India,A01824
AC01401,278623000000.00,ICICI Bank,A00017
AC01402,441257000000.00,State Bank of India,A00619
AC01403,767942000000.00,Axis Bank,A00940
AC01404,109772000000.00,Axis Bank,A01280
AC01405,454408000000.00,State Bank of India,A00813
AC01406,902299000000.00,State Bank of India,A01519
AC01407,601501000000.00,Axis Bank,A00968
AC01408,763871000000.00,Union Bank of India,A00236
AC01409,944176000000.00,Canara Bank,A01082
AC01410,777645000000.00,State Bank of India,A00809
AC01411,476793000000.00,Canara Bank,A01637
AC01412,794435000000.00,State Bank of India,A01180
AC01413,429220000000.00,Union Bank of India,A00706
AC01414,758023000000.00,Union Bank of India,A00026
AC01415,732558000000.00,HDFC Bank,A01732
AC01416,400083000000.00,Karnataka Bank,A00841
AC01417,332557000000.00,ICICI Bank,A00931
AC01418,865137000000.00,Axis Bank,A01528
AC01419,563614000000.00,Axis Bank,A00851
AC01420,540240000000.00,Axis Bank,A01202
AC01421,747564000000.00,Axis Bank,A00639
AC01422,380271000000.00,State Bank of India,A01382
AC01423,614866000000.00,ICICI Bank,A01990
AC01424,988112000000.00,State Bank of India,A00846
AC01425,483683000000.00,State Bank of India,A00586
AC01426,364257000000.00,State Bank of India,A00954
AC01427,393303000000.00,HDFC Bank,A01803
AC01428,338750000000.00,ICICI Bank,A01724
AC01429,192117000000.00,HDFC Bank,A01173
AC01430,492201000000.00,Union Bank of India,A01420
AC01431,990911000000.00,HDFC Bank,A01092
AC01432,514731000000.00,HDFC Bank,A01004
AC01433,662540000000.00,ICICI Bank,A00038
AC01434,479788000000.00,ICICI Bank,A00617
AC01435,561143000000.00,ICICI Bank,A01508
AC01436,207245000000.00,Union Bank of India,A01743
AC01437,993035000000.00,ICICI Bank,A00330
AC01438,694754000000.00,Karnataka Bank,A01319
AC01439,833431000000.00,ICICI Bank,A01478
AC01440,645687000000.00,Karnataka Bank,A01034
AC01441,119970000000.00,Axis Bank,A00002
AC01442,615431000000.00,Axis Bank,A00913
AC01443,942108000000.00,Axis Bank,A00703
AC01444,897423000000.00,Canara Bank,A01470
AC01445,625799000000.00,Canara Bank,A01309
AC01446,959224000000.00,ICICI Bank,A01009
AC01447,836003000000.00,Canara Bank,A01635
AC01448,579344000000.00,Axis Bank,A01045
AC01449,357758000000.00,Axis Bank,A00577
AC01450,714862000000.00,Axis Bank,A01565
AC01451,681640000000.00,State Bank of India,A00512
AC01452,855963000000.00,HDFC Bank,A01024
AC01453,809667000000.00,ICICI Bank,A00244
AC01454,702590000000.00,Axis Bank,A00128
AC01455,471060000000.00,Axis Bank,A01618
AC01456,506398000000.00,State Bank of India,A00754
AC01457,158138000000.00,State Bank of India,A01071
AC01458,915915000000.00,State Bank of India,A01786
AC01459,306484000000.00,Karnataka Bank,A00191
AC01460,780592000000.00,State Bank of India,A01732
AC01461,842181000000.00,State Bank of India,A00118
AC01462,771002000000.00,Axis Bank,A00159
AC01463,965643000000.00,ICICI Bank,A00272
AC01464,783058000000.00,HDFC Bank,A01563
AC01465,564745000000.00,HDFC Bank,A00521
AC01466,497277000000.00,Karnataka Bank,A00668
AC01467,194671000000.00,State Bank of India,A00094
AC01468,905517000000.00,Union Bank of India,A01738
AC01469,758165000000.00,Union Bank of India,A01526
AC01470,472625000000.00,Karnataka Bank,A00376
AC01471,431677000000.00,Union Bank of India,A01514
AC01472,905278000000.00,State Bank of India,A01813
AC01473,475531000000.00,Karnataka Bank,A00424
AC01474,805267000000.00,HDFC Bank,A01793
AC01475,178277000000.00,HDFC Bank,A00978
AC01476,796009000000.00,Axis Bank,A01862
AC01477,595667000000.00,Union Bank of India,A01984
AC01478,563501000000.00,HDFC Bank,A01404
AC01479,646584000000.00,Karnataka Bank,A01520
AC01480,147103000000.00,ICICI Bank,A01131
AC01481,188995000000.00,ICICI Bank,A00630
AC01482,471319000000.00,State Bank of India,A01914
AC01483,373490000000.00,Karnataka Bank,A00689
AC01484,813828000000.00,ICICI Bank,A00108
AC01485,641403000000.00,ICICI Bank,A01417
AC01486,888576000000.00,Axis Bank,A01229
AC01487,213380000000.00,Axis Bank,A01324
AC01488,209435000000.00,ICICI Bank,A01463
AC01489,313310000000.00,HDFC Bank,A01941
AC01490,984543000000.00,State Bank of India,A00808
AC01491,634095000000.00,Canara Bank,A00607
AC01492,374880000000.00,Canara Bank,A01609
AC01493,845084000000.00,HDFC Bank,A00966
AC01494,691978000000.00,HDFC Bank,A01473
AC01495,459922000000.00,HDFC Bank,A01319
AC01496,550083000000.00,Karnataka Bank,A00231
AC01497,493238000000.00,Canara Bank,A00775
AC01498,601095000000.00,ICICI Bank,A00270
AC01499,914052000000.00,State Bank of India,A01469
AC01500,923765000000.00,HDFC Bank,A00704
AC01501,776486000000.00,Canara Bank,A00395
AC01502,653011000000.00,ICICI Bank,A01715
AC01503,838058000000.00,State Bank of India,A00812
AC01504,391472000000.00,State Bank of India,A00424
AC01505,921980000000.00,HDFC Bank,A00815
AC01506,668240000000.00,Canara Bank,A01616
AC01507,118391000000.00,ICICI Bank,A01886
AC01508,758352000000.00,HDFC Bank,A01181
AC01509,731157000000.00,Union Bank of India,A00947
AC01510,432670000000.00,Axis Bank,A00609
AC01511,484523000000.00,Union Bank of India,A01136
AC01512,602991000000.00,Canara Bank,A01306
AC01513,158633000000.00,Union Bank of India,A01375
AC01514,837695000000.00,Canara Bank,A00186
AC01515,822187000000.00,Canara Bank,A00663
AC01516,664265000000.00,Canara Bank,A01732
AC01517,709989000000.00,HDFC Bank,A01827
AC01518,230258000000.00,State Bank of India,A01570
AC01519,179946000000.00,Axis Bank,A01787
AC01520,328660000000.00,ICICI Bank,A00991
AC01521,316832000000.00,Axis Bank,A01393
AC01522,266179000000.00,ICICI Bank,A01484
AC01523,294255000000.00,Axis Bank,A00303
AC01524,826544000000.00,State Bank of India,A00428
AC01525,988539000000.00,Karnataka Bank,A00172
AC01526,701522000000.00,Canara Bank,A01589
AC01527,656047000000.00,Canara Bank,A00974
AC01528,303039000000.00,Canara Bank,A01281
AC01529,994623000000.00,Axis Bank,A00140
AC01530,270705000000.00,Union Bank of India,A00123
AC01531,380486000000.00,ICICI Bank,A00701
AC01532,909343000000.00,ICICI Bank,A01539
AC01533,388576000000.00,ICICI Bank,A00948
AC01534,687462000000.00,State Bank of India,A01675
AC01535,974222000000.00,ICICI Bank,A00028
AC01536,325297000000.00,Axis Bank,A00649
AC01537,509730000000.00,ICICI Bank,A01912
AC01538,292314000000.00,Canara Bank,A00790
AC01539,127264000000.00,Karnataka Bank,A00928
AC01540,409731000000.00,HDFC Bank,A00762
AC01541,333178000000.00,Union Bank of India,A01047
AC01542,898674000000.00,Karnataka Bank,A01090
AC01543,870335000000.00,Karnataka Bank,A00657
AC01544,420252000000.00,State Bank of India,A00353
AC01545,468392000000.00,Canara Bank,A00043
AC01546,691649000000.00,Union Bank of India,A00904
AC01547,182189000000.00,HDFC Bank,A01715
AC01548,261122000000.00,Union Bank of India,A00925
AC01549,656538000000.00,Union Bank of India,A00386
AC01550,685079000000.00,Karnataka Bank,A01109
AC01551,983628000000.00,Canara Bank,A00094
AC01552,356333000000.00,Axis Bank,A01645
AC01553,411504000000.00,HDFC Bank,A00273
AC01554,460802000000.00,HDFC Bank,A00509
AC01555,234883000000.00,HDFC Bank,A01135
AC01556,762274000000.00,State Bank of India,A01022
AC01557,852710000000.00,HDFC Bank,A00962
AC01558,350221000000.00,Canara Bank,A00654
AC01559,413399000000.00,Canara Bank,A01020
AC01560,716542000000.00,ICICI Bank,A01697
AC01561,501748000000.00,State Bank of India,A00144
AC01562,697818000000.00,Canara Bank,A00099
AC01563,880455000000.00,Axis Bank,A00797
AC01564,412225000000.00,Canara Bank,A01709
AC01565,575926000000.00,Canara Bank,A01763
AC01566,906547000000.00,State Bank of India,A01624
AC01567,578014000000.00,Axis Bank,A01513
AC01568,778559000000.00,Canara Bank,A01105
AC01569,703947000000.00,Axis Bank,A01379
AC01570,354851000000.00,State Bank of India,A00012
AC01571,456971000000.00,Union Bank of India,A01015
AC01572,741058000000.00,Axis Bank,A00231
AC01573,934085000000.00,Union Bank of India,A00771
AC01574,323669000000.00,Axis Bank,A00736
AC01575,396851000000.00,Canara Bank,A01288
AC01576,544718000000.00,State Bank of India,A00094
AC01577,649484000000.00,Karnataka Bank,A00267
AC01578,647600000000.00,Canara Bank,A00543
AC01579,354995000000.00,Canara Bank,A01400
AC01580,953970000000.00,Axis Bank,A01497
AC01581,355593000000.00,Union Bank of India,A00999
AC01582,327428000000.00,Union Bank of India,A01813
AC01583,294978000000.00,Axis Bank,A00960
AC01584,241194000000.00,ICICI Bank,A00743
AC01585,733849000000.00,Union Bank of India,A01816
AC01586,243062000000.00,Canara Bank,A01281
AC01587,742457000000.00,ICICI Bank,A01939
AC01588,303729000000.00,Union Bank of India,A00034
AC01589,120860000000.00,HDFC Bank,A00315
AC01590,824829000000.00,Canara Bank,A01676
AC01591,290436000000.00,ICICI Bank,A01602
AC01592,411796000000.00,Canara Bank,A00283
AC01593,742628000000.00,State Bank of India,A00610
AC01594,101835000000.00,State Bank of India,A00327
AC01595,159798000000.00,Canara Bank,A00771
AC01596,825179000000.00,Canara Bank,A01666
AC01597,533668000000.00,HDFC Bank,A01832
AC01598,771864000000.00,ICICI Bank,A01741
AC01599,158647000000.00,HDFC Bank,A00929
AC01600,593049000000.00,State Bank of India,A01853
AC01601,893538000000.00,Canara Bank,A01071
AC01602,868056000000.00,ICICI Bank,A01407
AC01603,146781000000.00,Axis Bank,A00095
AC01604,949530000000.00,Canara Bank,A00342
AC01605,590428000000.00,Union Bank of India,A00633
AC01606,829916000000.00,Union Bank of India,A01049
AC01607,553387000000.00,Karnataka Bank,A00117
AC01608,113507000000.00,Axis Bank,A00763
AC01609,377369000000.00,Union Bank of India,A01526
AC01610,375771000000.00,ICICI Bank,A00260
AC01611,396909000000.00,State Bank of India,A01225
AC01612,931949000000.00,Karnataka Bank,A01404
AC01613,653761000000.00,Union Bank of India,A00674
AC01614,145398000000.00,ICICI Bank,A01517
AC01615,276461000000.00,Axis Bank,A00456
AC01616,595546000000.00,Canara Bank,A01824
AC01617,238694000000.00,ICICI Bank,A01102
AC01618,995980000000.00,Karnataka Bank,A00713
AC01619,404345000000.00,Axis Bank,A01483
AC01620,720561000000.00,ICICI Bank,A01255
AC01621,469949000000.00,HDFC Bank,A00115
AC01622,873110000000.00,Karnataka Bank,A01726
AC01623,604024000000.00,State Bank of India,A01361
AC01624,357765000000.00,Axis Bank,A00798
AC01625,665003000000.00,ICICI Bank,A00725
AC01626,406521000000.00,Karnataka Bank,A00922
AC01627,227035000000.00,Axis Bank,A01551
AC01628,299904000000.00,Union Bank of India,A00460
AC01629,770511000000.00,Union Bank of India,A01120
AC01630,919433000000.00,Canara Bank,A00062
AC01631,770271000000.00,Canara Bank,A00912
AC01632,367742000000.00,Axis Bank,A00373
AC01633,250899000000.00,Axis Bank,A01399
AC01634,885152000000.00,State Bank of India,A01066
AC01635,994625000000.00,Karnataka Bank,A00167
AC01636,437575000000.00,HDFC Bank,A01950
AC01637,841074000000.00,Canara Bank,A00164
AC01638,147054000000.00,ICICI Bank,A01103
AC01639,639627000000.00,State Bank of India,A01559
AC01640,503478000000.00,Canara Bank,A01959
AC01641,431076000000.00,HDFC Bank,A00975
AC01642,511499000000.00,Axis Bank,A00590
AC01643,944499000000.00,Union Bank of India,A01813
AC01644,628984000000.00,Karnataka Bank,A01372
AC01645,758242000000.00,HDFC Bank,A01977
AC01646,582073000000.00,State Bank of India,A01568
AC01647,661658000000.00,State Bank of India,A00719
AC01648,412074000000.00,Karnataka Bank,A01914
AC01649,268599000000.00,State Bank of India,A00306
AC01650,766507000000.00,State Bank of India,A00086
AC01651,188543000000.00,Union Bank of India,A01194
AC01652,153919000000.00,Canara Bank,A00077
AC01653,642429000000.00,Axis Bank,A00262
AC01654,934091000000.00,State Bank of India,A00219
AC01655,866202000000.00,State Bank of India,A01108
AC01656,774815000000.00,Karnataka Bank,A00614
AC01657,743184000000.00,HDFC Bank,A01942
AC01658,403885000000.00,ICICI Bank,A00471
AC01659,940333000000.00,Axis Bank,A01083
AC01660,476088000000.00,HDFC Bank,A01476
AC01661,938932000000.00,ICICI Bank,A01298
AC01662,895568000000.00,Karnataka Bank,A01580
AC01663,190625000000.00,Karnataka Bank,A00379
AC01664,423403000000.00,Canara Bank,A00099
AC01665,160422000000.00,Karnataka Bank,A00973
AC01666,983695000000.00,HDFC Bank,A01802
AC01667,278002000000.00,State Bank of India,A01323
AC01668,438744000000.00,Karnataka Bank,A01395
AC01669,109555000000.00,Axis Bank,A00850
AC01670,626027000000.00,ICICI Bank,A01190
AC01671,827960000000.00,Canara Bank,A00516
AC01672,656904000000.00,State Bank of India,A00731
AC01673,355147000000.00,Axis Bank,A00164
AC01674,696577000000.00,ICICI Bank,A01416
AC01675,837981000000.00,ICICI Bank,A00855
AC01676,828669000000.00,State Bank of India,A00943
AC01677,522362000000.00,Karnataka Bank,A01876
AC01678,336371000000.00,Axis Bank,A00308
AC01679,270779000000.00,Union Bank of India,A01439
AC01680,388579000000.00,Karnataka Bank,A00926
AC01681,189798000000.00,Karnataka Bank,A00851
AC01682,350230000000.00,Karnataka Bank,A00340
AC01683,786601000000.00,Axis Bank,A01025
AC01684,681964000000.00,Canara Bank,A01749
AC01685,464796000000.00,Union Bank of India,A00233
AC01686,796581000000.00,HDFC Bank,A01128
AC01687,248552000000.00,State Bank of India,A00818
AC01688,503553000000.00,Canara Bank,A01109
AC01689,346847000000.00,State Bank of India,A01528
AC01690,682246000000.00,Karnataka Bank,A00703
AC01691,929173000000.00,Canara Bank,A00597
AC01692,103695000000.00,ICICI Bank,A00184
AC01693,590373000000.00,Karnataka Bank,A00237
AC01694,674240000000.00,Union Bank of India,A01724
AC01695,567798000000.00,Canara Bank,A00721
AC01696,846459000000.00,Union Bank of India,A01616
AC01697,495276000000.00,ICICI Bank,A01766
AC01698,778969000000.00,HDFC Bank,A00073
AC01699,205780000000.00,Canara Bank,A01658
AC01700,589428000000.00,Union Bank of India,A00028
AC01701,315813000000.00,Karnataka Bank,A00966
AC01702,449660000000.00,HDFC Bank,A00018
AC01703,188687000000.00,Karnataka Bank,A01079
AC01704,254167000000.00,HDFC Bank,A00285
AC01705,760651000000.00,Union Bank of India,A00560
AC01706,589143000000.00,Axis Bank,A00043
AC01707,458649000000.00,Canara Bank,A01971
AC01708,196611000000.00,Axis Bank,A00023
AC01709,296895000000.00,Union Bank of India,A01318
AC01710,290571000000.00,HDFC Bank,A01694
AC01711,755421000000.00,State Bank of India,A01495
AC01712,852054000000.00,ICICI Bank,A01356
AC01713,662911000000.00,Canara Bank,A01616
AC01714,592723000000.00,Union Bank of India,A01176
AC01715,174834000000.00,ICICI Bank,A01389
AC01716,809134000000.00,ICICI Bank,A01784
AC01717,223295000000.00,Union Bank of India,A00891
AC01718,260432000000.00,HDFC Bank,A01987
AC01719,191075000000.00,Union Bank of India,A01204
AC01720,804875000000.00,Axis Bank,A00946
AC01721,942183000000.00,State Bank of India,A01123
AC01722,650458000000.00,State Bank of India,A00553
AC01723,916916000000.00,Karnataka Bank,A00790
AC01724,220702000000.00,Axis Bank,A01586
AC01725,728107000000.00,Karnataka Bank,A00230
AC01726,776461000000.00,ICICI Bank,A00410
AC01727,403341000000.00,HDFC Bank,A00520
AC01728,662203000000.00,Union Bank of India,A00655
AC01729,973284000000.00,ICICI Bank,A00982
AC01730,237334000000.00,Axis Bank,A01859
AC01731,984986000000.00,Karnataka Bank,A00183
AC01732,825960000000.00,ICICI Bank,A01937
AC01733,786317000000.00,Karnataka Bank,A01508
AC01734,666724000000.00,Canara Bank,A01361
AC01735,612707000000.00,State Bank of India,A00425
AC01736,377098000000.00,HDFC Bank,A00657
AC01737,429666000000.00,Axis Bank,A01293
AC01738,729598000000.00,Axis Bank,A01854
AC01739,396825000000.00,Union Bank of India,A01180
AC01740,278401000000.00,State Bank of India,A01354
AC01741,823688000000.00,Karnataka Bank,A01350
AC01742,628475000000.00,HDFC Bank,A01300
AC01743,456841000000.00,ICICI Bank,A01700
AC01744,714361000000.00,ICICI Bank,A01348
AC01745,408461000000.00,Union Bank of India,A01463
AC01746,501085000000.00,State Bank of India,A00572
AC01747,114572000000.00,Union Bank of India,A00650
AC01748,812444000000.00,ICICI Bank,A00857
AC01749,232017000000.00,ICICI Bank,A01111
AC01750,605419000000.00,Axis Bank,A01838
AC01751,367659000000.00,ICICI Bank,A00766
AC01752,313281000000.00,State Bank of India,A00769
AC01753,122004000000.00,Union Bank of India,A00321
AC01754,152463000000.00,ICICI Bank,A00595
AC01755,829715000000.00,State Bank of India,A00664
AC01756,167827000000.00,Canara Bank,A01106
AC01757,655162000000.00,HDFC Bank,A00012
AC01758,755151000000.00,Union Bank of India,A01355
AC01759,402852000000.00,Karnataka Bank,A00159
AC01760,745166000000.00,Canara Bank,A01394
AC01761,697882000000.00,HDFC Bank,A01934
AC01762,489965000000.00,Karnataka Bank,A01205
AC01763,228450000000.00,Canara Bank,A00295
AC01764,777903000000.00,ICICI Bank,A00456
AC01765,298300000000.00,ICICI Bank,A01052
AC01766,131853000000.00,Axis Bank,A00638
AC01767,735568000000.00,Canara Bank,A00530
