Phone_ID,Phone_Number,Accused_ID
P02149,9391109120,A01829
P02150,9345395305,A00404
P02151,9407729813,A01825
P02152,9670084230,A00078
P02153,9450762785,A01195
P02154,9349535594,A00899
P02155,9361331732,A01227
P02156,9884275288,A01042
P02157,9358126565,A01920
P02158,9280005555,A00291
P02159,9403674069,A01128
P02160,9678159934,A00404
P02161,9406554182,A00466
P02162,9151543914,A00621
P02163,9769196952,A00804
P02164,9478869804,A00908
P02165,9981930356,A00865
P02166,9682291475,A01217
P02167,9944113209,A00415
P02168,9462266844,A01525
P02169,9185853313,A01999
P02170,9496484743,A00155
P02171,9784068627,A01779
P02172,9237488310,A01773
P02173,9707290654,A00433
P02174,9670012372,A00831
P02175,9715326773,A01552
P02176,9975471257,A00675
P02177,9971121941,A00626
P02178,9171443880,A00116
P02179,9251675270,A01318
P02180,9835156302,A01030
P02181,9371928105,A00767
P02182,9273270325,A01060
P02183,9462227366,A00972
P02184,9403497549,A01468
P02185,9474316801,A00062
P02186,9703467713,A01678
P02187,9261829496,A00206
P02188,9142356411,A00014
P02189,9165794616,A01062
P02190,9392510065,A00265
P02191,9192821259,A00803
P02192,9776195049,A01222
P02193,9941180329,A00579
P02194,9970890958,A00429
P02195,9267332377,A00303
P02196,9399430041,A01376
P02197,9905029093,A00246
P02198,9805890483,A00579
P02199,9297483180,A01157
P02200,9362826373,A00826
P02201,9132919037,A00592
P02202,9374810548,A01910
P02203,9121883693,A01286
P02204,9511092789,A01236
P02205,9776254383,A01001
P02206,9757043523,A00528
P02207,9401810371,A01984
P02208,9642442352,A00177
P02209,9672090025,A01626
P02210,9325722452,A00728
P02211,9194552398,A00012
P02212,9479239716,A01502
P02213,9858467870,A00449
P02214,9243968822,A01934
P02215,9922199207,A00660
P02216,9519990352,A00468
P02217,9329730720,A00615
P02218,9330578139,A00923
P02219,9700096133,A01533
P02220,9499209300,A01178
P02221,9683625676,A01468
P02222,9811305817,A01477
P02223,9725489411,A00103
P02224,9950656794,A01124
P02225,9290646887,A01509
P02226,9218054648,A00287
P02227,9502053786,A00601
P02228,9804094336,A01855
P02229,9544645340,A01715
P02230,9976232224,A01559
P02231,9356596332,A01005
P02232,9505654108,A00044
P02233,9607420991,A00779
P02234,9929568813,A01081
P02235,9886376437,A01949
P02236,9390801151,A01781
P02237,9128761786,A01638
P02238,9109787211,A01502
P02239,9886431361,A01306
P02240,9516371906,A01283
P02241,9764706878,A01575
P02242,9664576632,A00128
P02243,9269628621,A00971
P02244,9384758386,A00576
P02245,9148751795,A00955
P02246,9585118999,A01524
P02247,9880138596,A01846
P02248,9128400959,A01359
P02249,9339335907,A01743
P02250,9144388437,A00693
P02251,9819836341,A00706
P02252,9888982845,A00763
P02253,9573178934,A00689
P02254,9625350131,A00033
P02255,9656640347,A00699
P02256,9730445078,A01959
P02257,9295369248,A00870
P02258,9771473709,A01402
P02259,9900624684,A01582
P02260,9127325986,A01413
P02261,9384879493,A00024
P02262,9457766285,A00212
P02263,9289499761,A00967
P02264,9439829825,A01244
P02265,9893744242,A01935
P02266,9334594849,A01928
P02267,9697223922,A00670
P02268,9631038199,A01406
P02269,9626642809,A01517
P02270,9220372180,A01304
P02271,9948474253,A00546
P02272,9160467192,A01089
P02273,9364662028,A00130
P02274,9577047529,A01407
P02275,9685601110,A00820
P02276,9588958795,A00252
P02277,9946727924,A00015
P02278,9778446983,A01992
P02279,9182830910,A00764
P02280,9285499018,A01360
P02281,9289232119,A01162
P02282,9111028697,A01899
P02283,9189912268,A00839
P02284,9927278359,A01139
P02285,9907667676,A01217
P02286,9509952641,A00260
P02287,9280135014,A01958
P02288,9209967766,A01948
P02289,9662229382,A01810
P02290,9521802276,A01039
P02291,9656918110,A01330
P02292,9226871744,A01442
P02293,9270206252,A00590
P02294,9525211314,A00510
P02295,9220832459,A01797
P02296,9831494406,A01455
P02297,9534115032,A00605
P02298,9967883132,A01480
P02299,9900543539,A01954
P02300,9718522419,A00202
P02301,9509649661,A00670
P02302,9293079810,A00755
P02303,9642547167,A01561
P02304,9309534472,A00543
P02305,9135627098,A01555
P02306,9523976120,A00536
P02307,9790699302,A00279
P02308,9478012279,A00731
P02309,9458272958,A01911
P02310,9197202128,A01039
P02311,9812136843,A00482
P02312,9874198857,A01538
P02313,9183856366,A00010
P02314,9105124450,A00493
P02315,9778655774,A01974
P02316,9789338581,A01636
P02317,9865584529,A01958
P02318,9708433514,A01779
P02319,9135122359,A01898
P02320,9509902539,A01029
P02321,9228216622,A00521
P02322,9348302224,A00915
P02323,9613545220,A00449
P02324,9973139015,A00169
P02325,9591464609,A01167
P02326,9934752477,A01883
P02327,9866577906,A00978
P02328,9110989542,A01798
P02329,9724982244,A00726
P02330,9656609038,A00424
P02331,9695064405,A00758
P02332,9766882878,A00351
P02333,9319942103,A00313
P02334,9776033566,A01704
P02335,9775067890,A01577
P02336,9683377708,A01161
P02337,9263251156,A01452
P02338,9486476412,A00945
P02339,9230389870,A00553
P02340,9101169104,A00642
P02341,9798359553,A01827
P02342,9236464022,A00302
P02343,9340736447,A01508
P02344,9805535831,A01059
P02345,9600401292,A00686
P02346,9506669206,A01880
P02347,9822065514,A01102
P02348,9872660834,A00573
P02349,9942387455,A01572
P02350,9242515066,A01838
P02351,9133336042,A01508
P02352,9193396311,A00023
P02353,9644974872,A00457
P02354,9938363505,A01085
P02355,9543193163,A01729
P02356,9936728852,A00050
P02357,9659078450,A01445
P02358,9257928053,A00232
P02359,9261284454,A01164
P02360,9543085277,A00709
P02361,9905676859,A00489
P02362,9241136866,A00679
P02363,9879902988,A01092
P02364,9945003123,A01437
P02365,9542456083,A01762
P02366,9274496511,A01798
P02367,9876065701,A01278
P02368,9198229456,A00531
P02369,9474518787,A01775
P02370,9997889772,A00892
P02371,9156254585,A01249
P02372,9412426150,A01473
P02373,9718283616,A00544
P02374,9634916230,A01285
P02375,9141542011,A00990
P02376,9818058341,A00134
P02377,9761881299,A00617
P02378,9296486297,A00880
P02379,9224017039,A01161
P02380,9814030425,A01176
P02381,9354946277,A01053
P02382,9270924663,A00205
P02383,9565802345,A01486
P02384,9710944876,A00528
P02385,9493618048,A00982
P02386,9943833779,A01225
P02387,9585492532,A00145
P02388,9644390779,A00879
P02389,9104158863,A01172
P02390,9159679430,A00647
P02391,9607784947,A01331
P02392,9554342829,A00156
P02393,9439886128,A00391
P02394,9686828198,A01174
P02395,9821616037,A01401
P02396,9425960490,A01596
P02397,9685712104,A01875
P02398,9529337818,A00154
P02399,9703338280,A00797
P02400,9571303601,A01615
P02401,9495421819,A00808
P02402,9923225652,A01020
P02403,9400967136,A01086
P02404,9820486249,A00743
P02405,9499315090,A00129
P02406,9448391452,A01937
P02407,9391066103,A00928
P02408,9786118921,A01809
P02409,9517991228,A01611
P02410,9947845804,A01608
P02411,9906339470,A00449
P02412,9636151946,A01524
P02413,9753660001,A01588
P02414,9811418260,A00847
P02415,9193788969,A01074
P02416,9930489299,A01265
P02417,9969174031,A01990
P02418,9394990581,A00064
P02419,9715161385,A01598
P02420,9487708755,A00036
P02421,9863961647,A00719
P02422,9752035819,A00169
P02423,9538383794,A00119
P02424,9615924991,A00867
P02425,9149509026,A00833
P02426,9121200692,A00346
P02427,9601007391,A00059
P02428,9710979380,A00819
P02429,9781246494,A01846
P02430,9418337928,A01517
P02431,9556780397,A00223
P02432,9446930419,A00420
P02433,9565487671,A01977
P02434,9759966567,A00156
P02435,9442706925,A01047
P02436,9351861934,A01184
P02437,9429403555,A00699
P02438,9711491899,A00853
P02439,9687931080,A01734
P02440,9627754533,A00682
P02441,9201701663,A00895
P02442,9983224985,A01856
P02443,9595596697,A00677
P02444,9426303137,A01059
P02445,9879558538,A01644
P02446,9173292375,A01045
P02447,9147007292,A01784
P02448,9233762786,A00859
P02449,9634786531,A01509
P02450,9608143661,A01483
P02451,9940157064,A00423
P02452,9465955905,A00277
P02453,9959111009,A00643
P02454,9653281262,A01532
P02455,9572042197,A01121
P02456,9258129351,A01285
P02457,9566506770,A00693
P02458,9802552030,A00806
P02459,9417686101,A00500
P02460,9891085596,A01989
P02461,9282771821,A01341
P02462,9433974003,A00626
P02463,9314871980,A00727
P02464,9330240524,A01004
P02465,9279905770,A00935
P02466,9905200949,A01716
P02467,9921195287,A01436
P02468,9376834677,A00479
P02469,9781684850,A01881
P02470,9795843446,A01265
P02471,9595536236,A00603
P02472,9902352140,A00680
P02473,9721383496,A01411
P02474,9508140667,A01722
P02475,9570151027,A01795
P02476,9462203760,A01696
P02477,9796545375,A00651
P02478,9382506256,A00131
P02479,9823013633,A00651
P02480,9491200882,A00043
P02481,9761677683,A00552
P02482,9616511110,A01666
P02483,9450372322,A00273
P02484,9554856627,A00389
P02485,9876400228,A00597
P02486,9621910489,A00478
P02487,9202723955,A00742
P02488,9934256193,A00716
P02489,9716247483,A01019
P02490,9299535022,A01062
P02491,9656620029,A00716
P02492,9553107864,A00105
P02493,9449480980,A00283
P02494,9547018943,A00022
P02495,9350289320,A01251
P02496,9196252404,A00134
P02497,9238987010,A00210
P02498,9369811512,A01129
P02499,9971161303,A00214
P02500,9433325224,A01217
P02501,9367108218,A00528
P02502,9246557408,A00922
P02503,9309281228,A01956
P02504,9964147280,A00531
P02505,9351856229,A01339
P02506,9718435153,A00832
P02507,9469169368,A00066
P02508,9646513090,A01559
P02509,9820489011,A01895
P02510,9668246269,A00866
P02511,9606088636,A00271
P02512,9917250864,A01467
P02513,9509163244,A00828
P02514,9997718880,A00281
P02515,9603930540,A01942
P02516,9159766078,A01567
P02517,9837239810,A00449
P02518,9703474626,A01490
P02519,9103979355,A01709
P02520,9436548604,A00227
P02521,9334640628,A01903
P02522,9534111792,A01541
P02523,9759780108,A01973
P02524,9701236089,A00954
P02525,9274859480,A01436
P02526,9379122464,A00398
P02527,9530282227,A01205
P02528,9645429269,A00746
P02529,9505152208,A01268
P02530,9869601974,A01829
P02531,9310038569,A00941
P02532,9784388561,A01166
P02533,9361425580,A00647
P02534,9290927390,A01473
P02535,9140399004,A00565
P02536,9371099042,A00164
P02537,9773187428,A01810
P02538,9675179179,A01235
P02539,9995402156,A00341
P02540,9288073835,A00294
P02541,9192949469,A01079
P02542,9979520214,A01900
P02543,9694727626,A01361
P02544,9682634789,A00363
P02545,9660901213,A00648
P02546,9929569928,A00429
P02547,9128692262,A00233
P02548,9406946562,A01861
P02549,9678449666,A01470
P02550,9127132196,A01682
P02551,9570381999,A01199
P02552,9483407845,A01984
P02553,9734160262,A01244
P02554,9724730227,A01901
P02555,9594937020,A00246
P02556,9189054053,A00899
P02557,9581478795,A01742
P02558,9997376149,A00220
P02559,9656720642,A00325
P02560,9319688759,A00727
P02561,9361180420,A01160
P02562,9144925834,A00028
P02563,9504841699,A00792
P02564,9369169870,A01681
P02565,9389482845,A00855
P02566,9973321002,A01683
P02567,9192106800,A00791
P02568,9130206180,A01806
P02569,9349582875,A00617
P02570,9999349689,A00324
P02571,9853385825,A01781
P02572,9954325889,A00490
P02573,9808984289,A01088
P02574,9457416900,A00828
P02575,9125254709,A01998
P02576,9644002554,A00990
P02577,9861146316,A01573
P02578,9249983652,A01984
P02579,9424096568,A00966
P02580,9418924786,A01938
P02581,9949611846,A00973
P02582,9102504223,A01285
P02583,9281023627,A00616
P02584,9957416128,A00087
P02585,9569162322,A00789
P02586,9653356405,A00042
P02587,9260349670,A01576
P02588,9870614299,A00016
P02589,9649793385,A00142
P02590,9754400628,A01337
P02591,9287180115,A01259
P02592,9757105696,A01735
P02593,9786913575,A00774
P02594,9211897039,A01262
P02595,9695095852,A00041
P02596,9551404867,A00708
P02597,9480558609,A01117
P02598,9353718655,A01762
P02599,9404124770,A00459
P02600,9461579456,A01959
P02601,9473284553,A01819
P02602,9395335846,A00308
P02603,9547005116,A00133
P02604,9862603743,A00702
P02605,9971561521,A01407
P02606,9164494438,A01344
P02607,9597490482,A01573
P02608,9396648475,A01977
P02609,9696301757,A01772
P02610,9636983969,A01793
P02611,9393978700,A01615
P02612,9591116101,A00353
P02613,9337725599,A00093
P02614,9845153610,A01666
P02615,9862207511,A00238
P02616,9375003778,A00505
P02617,9912440380,A00815
P02618,9973374587,A01593
P02619,9299202211,A01616
P02620,9362332129,A00093
P02621,9831221130,A01457
P02622,9634637353,A00527
P02623,9955842665,A01385
P02624,9743228507,A00340
P02625,9156033877,A00637
P02626,9310811919,A01660
P02627,9895620076,A01152
P02628,9837733714,A01959
P02629,9181187196,A00115
P02630,9436544043,A01826
P02631,9809975300,A01470
P02632,9986458680,A01619
P02633,9749708793,A01243
P02634,9622014339,A00128
P02635,9593374335,A00116
P02636,9292428947,A00059
P02637,9704821342,A00249
P02638,9131481640,A01237
P02639,9237583793,A00466
P02640,9976004769,A01704
P02641,9433535977,A01428
P02642,9524190158,A01179
P02643,9928120407,A01735
P02644,9568018078,A00665
P02645,9362076112,A01372
P02646,9108285432,A00324
P02647,9272847970,A00946
P02648,9289831624,A00709
P02649,9803681200,A00628
P02650,9795462278,A00999
P02651,9788679231,A00493
P02652,9714572432,A00711
P02653,9760947465,A00077
P02654,9385702136,A01829
P02655,9625697219,A01156
P02656,9482347871,A00872
P02657,9950145115,A01105
P02658,9774112612,A01686
P02659,9387485391,A00120
P02660,9612180350,A01064
P02661,9426527586,A00506
P02662,9965793873,A01689
P02663,9948123201,A00612
P02664,9819786059,A01841
P02665,9504813688,A00432
P02666,9127263673,A00546
P02667,9498350219,A00455
P02668,9332558811,A01384
P02669,9445505938,A01500
P02670,9461734924,A01086
P02671,9177151179,A01434
P02672,9823708011,A01149
P02673,9852822965,A00459
P02674,9759809339,A01868
P02675,9888024161,A00577
P02676,9288978141,A00530
P02677,9169147888,A01124
P02678,9305573619,A01581
P02679,9321433375,A00469
P02680,9476197554,A00925
P02681,9991887793,A00237
P02682,9839550332,A00340
P02683,9527376602,A01691
P02684,9470738692,A00017
P02685,9896442086,A00004
P02686,9101118926,A00638
P02687,9300811258,A00357
P02688,9869211824,A00690
P02689,9598134194,A00871
P02690,9350899637,A01364
P02691,9541088933,A01520
P02692,9710792282,A00930
P02693,9109981302,A01960
P02694,9142713082,A01166
P02695,9835874694,A00685
P02696,9916770484,A01135
P02697,9593218724,A00788
P02698,9316093298,A01740
P02699,9278723795,A01282
P02700,9650679687,A01580
P02701,9859274529,A00873
P02702,9543945733,A01914
P02703,9332319393,A01630
P02704,9921753694,A01265
P02705,9712634643,A00025
P02706,9990899792,A01253
P02707,9223872446,A01625
P02708,9709372862,A00852
P02709,9343646074,A00896
P02710,9109401635,A00328
P02711,9995733782,A01854
P02712,9340881824,A00005
P02713,9455691694,A00173
P02714,9924598998,A00837
P02715,9866895523,A01213
P02716,9709078351,A01206
P02717,9860084474,A00449
P02718,9439501568,A01910
P02719,9726670471,A00937
P02720,9924280523,A00977
P02721,9880996735,A01067
P02722,9196054844,A00793
P02723,9141537073,A00100
P02724,9626135483,A00706
P02725,9219631535,A01110
P02726,9574050204,A00275
P02727,9782769803,A01160
P02728,9726389253,A00757
P02729,9621665415,A00071
P02730,9624949046,A00723
P02731,9989537556,A00532
P02732,9138962854,A01771
P02733,9393344237,A01496
P02734,9424468799,A00308
P02735,9344200853,A00743
P02736,9828568489,A01991
P02737,9587756405,A00658
P02738,9575366590,A01519
P02739,9763574906,A01965
P02740,9143702013,A01875
P02741,9172771588,A01703
P02742,9878759003,A01663
P02743,9776356863,A01691
P02744,9563684975,A00483
P02745,9948555119,A00075
P02746,9516752041,A01490
P02747,9177738981,A01471
P02748,9219030590,A00718
P02749,9671043741,A00443
P02750,9180191635,A00244
P02751,9988877822,A01005
P02752,9762344200,A00949
P02753,9337222862,A01043
P02754,9314836002,A00095
P02755,9170086454,A01789
P02756,9117098594,A01680
P02757,9339998344,A01812
P02758,9351133818,A00365
P02759,9365397763,A00134
P02760,9647427977,A01804
P02761,9256962025,A01285
P02762,9819464357,A01168
P02763,9984817419,A00616
P02764,9942130034,A01538
P02765,9452139643,A00901
P02766,9679013756,A00282
P02767,9596173296,A01091
P02768,9237031739,A00276
P02769,9819119554,A01691
P02770,9600279450,A01073
P02771,9395365228,A00964
P02772,9850722732,A01173
P02773,9954547031,A01172
P02774,9813012255,A01855
P02775,9245055500,A00818
P02776,9640164505,A01720
P02777,9876026963,A00291
P02778,9134210188,A00217
P02779,9269718405,A01496
P02780,9238474559,A01248
P02781,9514618299,A00547
P02782,9317417619,A00527
P02783,9881449277,A00781
P02784,9197805112,A01498
P02785,9192820888,A00048
P02786,9441650829,A00589
P02787,9159050574,A00008
P02788,9478591302,A01255
P02789,9826705862,A01533
P02790,9456299848,A00100
P02791,9701704107,A01097
P02792,9254866300,A00545
P02793,9349869988,A01822
P02794,9481370903,A01343
P02795,9993621911,A00258
P02796,9726953826,A01305
P02797,9871629569,A00197
P02798,9706133036,A01228
P02799,9975623832,A01672
P02800,9526613614,A00080
P02801,9807870359,A00626
P02802,9901196855,A01476
P02803,9763684484,A00596
P02804,9305585264,A00454
P02805,9306226575,A01708
P02806,9884366072,A00058
P02807,9614314589,A00810
P02808,9186582952,A00820
P02809,9361289859,A00437
P02810,9682704363,A00271
P02811,9867843443,A01976
P02812,9839788059,A01737
P02813,9556704536,A00780
P02814,9671843932,A01454
P02815,9350536902,A01547
P02816,9724310573,A01932
P02817,9790250550,A00637
P02818,9864325851,A01340
P02819,9218700771,A01670
P02820,9704480204,A00275
P02821,9292501320,A00422
P02822,9494243485,A00731
P02823,9560933916,A01066
P02824,9405876246,A01929
P02825,9605593340,A00417
P02826,9739991528,A00788
P02827,9924769144,A01054
P02828,9726665611,A00988
P02829,9393175558,A00286
P02830,9106980552,A00262
P02831,9256441628,A01486
P02832,9720818693,A00542
P02833,9265310024,A01928
P02834,9294571586,A00200
P02835,9818344789,A01395
P02836,9974257154,A00425
P02837,9549904215,A00003
P02838,9862790942,A00518
P02839,9165244006,A00694
P02840,9715134758,A00180
P02841,9373883560,A00646
P02842,9207462423,A00109
P02843,9777091913,A00396
P02844,9343252026,A01360
P02845,9930559712,A01075
P02846,9827230608,A01028
P02847,9667824478,A00047
P02848,9695246685,A01699
P02849,9616509125,A01214
P02850,9223516346,A01142
P02851,9851427501,A00528
P02852,9498699988,A00529
P02853,9922504089,A00456
P02854,9230766245,A00110
P02855,9957092569,A00492
P02856,9357073657,A00120
P02857,9149356796,A00082
P02858,9554151856,A01942
P02859,9558010390,A00963
P02860,9670032676,A00399
P02861,9244080009,A01904
P02862,9634648008,A00272
P02863,9733984636,A00620
P02864,9912836001,A01028
P02865,9144153216,A00904
P02866,9733912471,A00395
P02867,9797817142,A01918
P02868,9731861647,A00646
P02869,9697584495,A01717
P02870,9673599393,A01276
P02871,9206955346,A01997
P02872,9299478672,A01713
P02873,9753098266,A00751
P02874,9234673924,A01447
P02875,9938104046,A01325
P02876,9486419200,A00655
P02877,9705519601,A00952
P02878,9853227734,A01727
P02879,9321166263,A00998
P02880,9201624721,A01540
P02881,9736462205,A00368
P02882,9197659486,A01102
P02883,9359480383,A00547
P02884,9915191058,A00347
P02885,9526770517,A00755
P02886,9622162371,A01709
P02887,9900000166,A01241
P02888,9527229999,A01613
P02889,9668972068,A00156
P02890,9683642308,A00467
P02891,9838291676,A00683
P02892,9489698020,A01596
P02893,9851371933,A00291
P02894,9261076629,A00136
P02895,9131565781,A00353
P02896,9232936747,A01575
P02897,9820829904,A01247
P02898,9665105752,A00762
P02899,9573444016,A00177
P02900,9532238843,A00303
P02901,9941089294,A01017
P02902,9435300319,A00459
P02903,9972830685,A00636
P02904,9611500015,A01445
P02905,9423865087,A01967
P02906,9900483310,A00135
P02907,9704891201,A00603
P02908,9352908283,A00475
P02909,9828921015,A00870
P02910,9463372584,A00413
P02911,9933154438,A00340
P02912,9964170216,A00276
P02913,9331930604,A01470
P02914,9673861658,A01672
P02915,9116847781,A01225
P02916,9798913768,A00406
P02917,9419695108,A01697
P02918,9852435845,A01778
P02919,9797676534,A00249
P02920,9328835916,A01496
P02921,9707092925,A01867
P02922,9305625659,A00438
P02923,9508032684,A00098
P02924,9298329079,A01317
P02925,9931906130,A00154
P02926,9224659071,A00014
P02927,9347413949,A00706
P02928,9325393387,A01933
P02929,9781812634,A01266
P02930,9395494031,A00501
P02931,9945618633,A01027
P02932,9243553952,A00158
P02933,9210756795,A01162
P02934,9178989393,A01568
P02935,9256849674,A01320
P02936,9208174095,A01674
P02937,9484644139,A01592
P02938,9925034634,A01521
P02939,9891847114,A00011
P02940,9597438498,A01174
P02941,9316707291,A00813
P02942,9915465495,A00898
P02943,9718221007,A00703
P02944,9922446085,A01938
P02945,9165675548,A00396
P02946,9876249400,A01305
P02947,9310711137,A01034
P02948,9163577275,A00921
P02949,9218379998,A00911
P02950,9719010164,A00896
P02951,9999849956,A00994
P02952,9583842325,A00080
P02953,9465708879,A01212
P02954,9735109096,A01682
P02955,9212099780,A01549
P02956,9126271248,A01465
P02957,9645182747,A00618
P02958,9690052763,A00627
P02959,9931346007,A00272
P02960,9827329082,A00890
P02961,9385664270,A00189
P02962,9511798162,A01773
P02963,9146143044,A00835
P02964,9834825450,A01110
P02965,9252873944,A00228
P02966,9858794351,A01219
P02967,9851468164,A00057
P02968,9816495976,A00462
P02969,9517302253,A01613
P02970,9728154244,A00584
P02971,9253008158,A01095
P02972,9830842592,A01194
P02973,9369187160,A01687
P02974,9429856057,A00680
P02975,9562313982,A00713
P02976,9467261515,A01845
P02977,9808074333,A00024
P02978,9180531342,A00172
P02979,9950055143,A00483
P02980,9485460582,A01160
P02981,9929734753,A00227
P02982,9761600641,A00291
P02983,9208823795,A01808
P02984,9874322976,A00673
P02985,9721207268,A01089
P02986,9352329551,A00496
P02987,9926878878,A00379
P02988,9299200717,A01613
P02989,9944664431,A00316
P02990,9943777325,A00662
P02991,9920900875,A01141
P02992,9438337790,A01248
P02993,9232119671,A00192
P02994,9466653980,A01502
P02995,9994313583,A01473
P02996,9672571489,A00726
P02997,9404658668,A00681
P02998,9203253961,A01098
P02999,9505393416,A01901
P03000,9709512588,A01853
P03001,9577895054,A01095
P03002,9240172999,A00927
P03003,9407598454,A00172
P03004,9952836401,A00920
P03005,9175702394,A00800
P03006,9868215803,A01822
P03007,9727787681,A01043
P03008,9330293049,A00130
P03009,9908733095,A00533
P03010,9331800038,A01773
P03011,9258749945,A01468
P03012,9307800743,A00021
P03013,9638528597,A00894
P03014,9469163662,A01699
P03015,9587625120,A01166
P03016,9539958084,A01134
P03017,9119243255,A01482
P03018,9176777980,A00815
P03019,9395446929,A00402
P03020,9300755417,A00817
P03021,9156120484,A01529
P03022,9561005723,A01633
P03023,9202312660,A01903
P03024,9977427298,A00898
P03025,9701555311,A01630
P03026,9517605651,A01547
P03027,9264466108,A00172
P03028,9687777502,A00494
P03029,9585104620,A01918
P03030,9217342848,A00142
P03031,9572553352,A01302
P03032,9583463142,A00786
P03033,9749919523,A01123
P03034,9405821334,A01551
P03035,9952472197,A01224
P03036,9275689179,A00180
P03037,9633742336,A00047
P03038,9988430927,A01743
P03039,9295715650,A00591
P03040,9998635284,A00124
P03041,9630297054,A00690
P03042,9351097267,A00564
P03043,9469280273,A00095
P03044,9998663714,A00916
P03045,9516658831,A00613
P03046,9952867490,A01839
P03047,9713234757,A00840
P03048,9229027057,A00531
P03049,9598252711,A01255
P03050,9359206983,A00082
P03051,9746950287,A01599
P03052,9562560327,A00120
P03053,9104609708,A01020
P03054,9887900435,A01994
P03055,9886370371,A00642
P03056,9724313587,A00295
P03057,9856384791,A00157
P03058,9384423787,A01305
P03059,9735482309,A00808
P03060,9501328255,A00377
P03061,9649474075,A01783
P03062,9104938401,A00532
P03063,9276410556,A01289
P03064,9699378283,A01535
P03065,9507358505,A01169
P03066,9491311030,A01129
P03067,9900699739,A01210
P03068,9212151154,A00062
P03069,9821651950,A00963
P03070,9331281115,A00528
P03071,9841970908,A01486
P03072,9288875649,A01839
P03073,9851445163,A01322
P03074,9882168221,A01994
P03075,9190551315,A00121
P03076,9230014897,A01474
P03077,9919982083,A00125
P03078,9495161187,A00655
P03079,9659394932,A00044
P03080,9271554715,A00853
P03081,9136910396,A01180
P03082,9972432074,A01675
P03083,9728373081,A01753
P03084,9563912281,A01548
P03085,9633572480,A00676
P03086,9329616812,A01186
P03087,9331217658,A00883
P03088,9502832773,A01390
P03089,9595490830,A00440
P03090,9472261938,A00893
P03091,9686912621,A01043
P03092,9345869373,A00074
P03093,9746868875,A00323
P03094,9102103227,A00796
P03095,9462740301,A00916
P03096,9556840138,A01132
P03097,9244037432,A00433
P03098,9949587886,A01556
P03099,9851238415,A01972
P03100,9114226515,A00763
P03101,9988126642,A00591
P03102,9438368976,A00783
P03103,9463905270,A00952
P03104,9623879382,A00012
P03105,9393793690,A00370
P03106,9183329731,A01065
P03107,9502279936,A01225
P03108,9613671107,A00032
P03109,9683551058,A01820
P03110,9483373220,A00856
P03111,9887031697,A00687
P03112,9763552941,A00418
P03113,9148308047,A01174
P03114,9274239547,A01770
P03115,9218674412,A01440
P03116,9194203799,A01543
P03117,9148127959,A01156
P03118,9162560731,A00755
P03119,9133036913,A00639
P03120,9506091441,A01480
P03121,9953941758,A00011
P03122,9892434135,A01360
P03123,9404750854,A01269
P03124,9368164460,A00106
P03125,9495653387,A01795
P03126,9757868962,A01320
P03127,9477600603,A01119
P03128,9462377682,A00602
P03129,9943236967,A01843
P03130,9691806992,A01478
P03131,9697384955,A00207
P03132,9465404385,A01801
P03133,9998358923,A01292
P03134,9421361213,A00556
P03135,9131176182,A00180
P03136,9732683430,A00559
P03137,9859964817,A00546
P03138,9360320997,A01455
P03139,9593694654,A01256
P03140,9589232767,A00536
P03141,9902132577,A00946
P03142,9303778514,A01264
P03143,9958695445,A01807
P03144,9307708793,A01105
P03145,9280992412,A01648
P03146,9960993311,A00738
P03147,9752729550,A01147
P03148,9246776985,A01056
P03149,9392646895,A01143
P03150,9893653527,A00168
P03151,9201116690,A01857
P03152,9964408486,A00169
P03153,9787186709,A00289
P03154,9257817453,A00726
P03155,9121781195,A01913
P03156,9398399878,A00841
P03157,9623727596,A00521
P03158,9852647791,A00602
P03159,9974354805,A00243
P03160,9926228030,A00050
P03161,9126608921,A00930
P03162,9202146444,A00903
P03163,9470049721,A01357
P03164,9780561397,A00078
P03165,9388862469,A00974
P03166,9356435576,A01351
P03167,9871759738,A00897
P03168,9170790714,A01912
P03169,9860031288,A01143
P03170,9125621593,A01978
P03171,9773867020,A00124
P03172,9311982623,A00041
P03173,9955871894,A00631
P03174,9524173936,A00275
P03175,9760789165,A01617
P03176,9778162951,A00834
P03177,9633062524,A01170
P03178,9903583732,A00443
P03179,9851333399,A00384
P03180,9247288525,A00334
P03181,9814651072,A01732
P03182,9475730076,A00303
P03183,9577896568,A01581
P03184,9950482316,A01709
P03185,9939326761,A00014
P03186,9144338547,A00998
P03187,9513322496,A01108
P03188,9109587185,A00521
P03189,9590264280,A01954
P03190,9793439774,A01303
P03191,9234381146,A01496
P03192,9292235962,A00888
P03193,9346139413,A00738
P03194,9472174147,A00490
P03195,9146046771,A01714
P03196,9472213044,A01109
P03197,9919281783,A00539
P03198,9191034346,A00018
P03199,9748757404,A01025
P03200,9145703096,A00171
P03201,9875090076,A00656
P03202,9807947638,A00967
P03203,9113305986,A00703
P03204,9969366966,A01228
P03205,9266602795,A00918
P03206,9371269826,A00735
P03207,9977414119,A01578
P03208,9128148672,A01610
P03209,9698461869,A01263
P03210,9895717157,A00652
P03211,9243581646,A00359
P03212,9806359276,A00037
P03213,9489554101,A00100
P03214,9138221207,A00420
P03215,9540160336,A01626
P03216,9458420605,A00065
P03217,9587528039,A00338
P03218,9223948199,A00957
P03219,9860802819,A00004
P03220,9679049287,A01117
P03221,9768428616,A00220
P03222,9790118475,A01572
P03223,9249978397,A01978
